위도,경도,수목명,CO2 Avoided (pounds),CO2 Avoided ($),Electricity Saved (kWh),Electricity Saved ($),Avoided Runoff (gallons),Avoided Runoff ($),O3 Removed (pounds),NO2 Removed (pounds),SO2 Removed (pounds),PM2.5 Removed (pounds)
37.5126526,126.8947233,은행나무,2880.3,66.99,2252.1,254.24,608.8,5.44,22.6,0.8,1.8,0.8
37.5149985,126.91507490000001,은행나무,2880.3,66.99,2252.1,254.24,608.8,5.44,22.6,0.8,1.8,0.8
37.5274609,126.89669609999999,은행나무,2880.3,66.99,2252.1,254.24,608.8,5.44,22.6,0.8,1.8,0.8
37.5056891,126.9218756,가죽나무,2880.3,66.99,2252.1,254.24,237.8,2.13,12.6,0.5,0.9,0.6
37.5080851,126.9225879,가죽나무,2880.3,66.99,2252.1,254.24,237.8,2.13,12.6,0.5,0.9,0.6
37.5055475,126.92101540000002,가죽나무,2880.3,66.99,2252.1,254.24,237.8,2.13,12.6,0.5,0.9,0.6
37.51343720000001,126.8993797,가죽나무,2880.3,66.99,2252.1,254.24,237.8,2.13,12.6,0.5,0.9,0.6
37.5208514,126.92332649999999,가죽나무,2880.3,66.99,2252.1,254.24,237.8,2.13,12.6,0.5,0.9,0.6
37.53298570000001,126.9072256,가죽나무,2880.3,66.99,2252.1,254.24,237.8,2.13,12.6,0.5,0.9,0.6
37.5260953,126.8940105,가죽나무,2880.3,66.99,2252.1,254.24,237.8,2.13,12.6,0.5,0.9,0.6
37.529397100000004,126.902612,가죽나무,2880.3,66.99,2252.1,254.24,237.8,2.13,12.6,0.5,0.9,0.6
37.5203006,126.91274540000002,가죽나무,2880.3,66.99,2252.1,254.24,237.8,2.13,12.6,0.5,0.9,0.6
37.52001970000001,126.9132044,가죽나무,2880.3,66.99,2252.1,254.24,237.8,2.13,12.6,0.5,0.9,0.6
37.5170711,126.8929475,가죽나무,2880.3,66.99,2252.1,254.24,237.8,2.13,12.6,0.5,0.9,0.6
37.519467,126.8952848,버즘나무,21181.0,492.61,4229.8,519.39,35010.3,312.85,28.3,4.8,3.0,0.7
37.532450299999994,126.9045876,버즘나무,21181.0,492.61,4229.8,519.39,35010.3,312.85,28.3,4.8,3.0,0.7
37.5130722,126.9240304,버즘나무,21181.0,492.61,4229.8,519.39,35010.3,312.85,28.3,4.8,3.0,0.7
37.4984551,126.91392520000001,버즘나무,21181.0,492.61,4229.8,519.39,35010.3,312.85,28.3,4.8,3.0,0.7
37.5273603,126.89620910000001,버즘나무,21181.0,492.61,4229.8,519.39,35010.3,312.85,28.3,4.8,3.0,0.7
37.524171700000004,126.9292709,모과나무,9964.0,231.73,1986.7,243.95,10047.0,89.78,15.3,2.8,1.6,0.6
37.504723,126.90244569999999,모과나무,9964.0,231.73,1986.7,243.95,10047.0,89.78,15.3,2.8,1.6,0.6
37.5219286,126.9349986,모과나무,9964.0,231.73,1986.7,243.95,10047.0,89.78,15.3,2.8,1.6,0.6
37.528772499999995,126.89466570000002,향나무,4647.6,108.09,3844.2,594.06,7877.2,70.39,15.3,0.9,0.8,1.1
37.509451,126.8967383,향나무,4647.6,108.09,3844.2,594.06,7877.2,70.39,15.3,0.9,0.8,1.1
37.5250466,126.9187476,향나무,4647.6,108.09,3844.2,594.06,7877.2,70.39,15.3,0.9,0.8,1.1
37.519405400000004,126.93526740000001,칠엽수,21181.0,492.61,4229.8,519.39,17679.1,157.98,31.0,5.9,3.2,1.5
37.5187768,126.9328165,오동나무,1616.5,37.6,1306.6,147.51,151.1,1.35,6.1,0.2,0.5,0.2
37.4977404,126.9183181,오동나무,1616.5,37.6,1306.6,147.51,151.1,1.35,6.1,0.2,0.5,0.2
37.522771399999996,126.9372331,오동나무,1616.5,37.6,1306.6,147.51,151.1,1.35,6.1,0.2,0.5,0.2
37.522814200000006,126.93578590000001,오동나무,1616.5,37.6,1306.6,147.51,151.1,1.35,6.1,0.2,0.5,0.2
37.5215269,126.8838883,오동나무,1616.5,37.6,1306.6,147.51,151.1,1.35,6.1,0.2,0.5,0.2
37.51929260000001,126.897231,오동나무,1616.5,37.6,1306.6,147.51,151.1,1.35,6.1,0.2,0.5,0.2
37.5022234,126.90951270000001,오동나무,1616.5,37.6,1306.6,147.51,151.1,1.35,6.1,0.2,0.5,0.2
37.519408299999995,126.92683999999998,오동나무,1616.5,37.6,1306.6,147.51,151.1,1.35,6.1,0.2,0.5,0.2
37.4992411,126.91949199999999,오동나무,1616.5,37.6,1306.6,147.51,151.1,1.35,6.1,0.2,0.5,0.2
37.525910700000004,126.8957233,잣나무,40620.2,944.7,7348.8,902.37,7713.0,68.92,19.7,5.0,2.6,1.3
37.5220184,126.93870390000001,잣나무,40620.2,944.7,7348.8,902.37,7713.0,68.92,19.7,5.0,2.6,1.3
37.52193610000001,126.93881599999999,잣나무,40620.2,944.7,7348.8,902.37,7713.0,68.92,19.7,5.0,2.6,1.3
37.5259188,126.89553870000002,잣나무,40620.2,944.7,7348.8,902.37,7713.0,68.92,19.7,5.0,2.6,1.3
37.516470700000006,126.91126990000001,잣나무,40620.2,944.7,7348.8,902.37,7713.0,68.92,19.7,5.0,2.6,1.3
37.52952620000001,126.90240039999999,잣나무,40620.2,944.7,7348.8,902.37,7713.0,68.92,19.7,5.0,2.6,1.3
37.5226867,126.93269209999998,잣나무,40620.2,944.7,7348.8,902.37,7713.0,68.92,19.7,5.0,2.6,1.3
37.5129464,126.9156409,사시나무,13344.7,310.36,2337.8,268.54,51177.3,457.32,23.2,4.8,2.0,0.6
37.51498460000001,126.9179851,버즘나무,21181.0,492.61,4229.8,519.39,35010.3,312.85,28.3,4.8,3.0,0.7
37.5129335,126.92460790000001,버즘나무,21181.0,492.61,4229.8,519.39,35010.3,312.85,28.3,4.8,3.0,0.7
37.5061456,126.9208519,버즘나무,21181.0,492.61,4229.8,519.39,35010.3,312.85,28.3,4.8,3.0,0.7
37.5249156,126.9327551,메타세쿼이아,2880.3,66.99,2252.1,254.24,273.9,2.45,13.7,0.5,1.0,0.6
37.5050743,126.90219340000002,향나무,4647.6,108.09,3844.2,594.06,7877.2,70.39,15.3,0.9,0.8,1.1
37.5372386,126.90081950000001,칠엽수,21181.0,492.61,4229.8,519.39,17929.9,160.22,31.3,5.9,3.2,1.5
37.5190615,126.91373459999998,칠엽수,21181.0,492.61,4229.8,519.39,17929.9,160.22,31.3,5.9,3.2,1.5
37.5372641,126.9007777,칠엽수,21181.0,492.61,4229.8,519.39,17929.9,160.22,31.3,5.9,3.2,1.5
37.501463,126.9063616,칠엽수,21181.0,492.61,4229.8,519.39,17929.9,160.22,31.3,5.9,3.2,1.5
37.5172385,126.88469950000001,칠엽수,21181.0,492.61,4229.8,519.39,17929.9,160.22,31.3,5.9,3.2,1.5
37.530029299999995,126.90250309999999,칠엽수,21181.0,492.61,4229.8,519.39,17929.9,160.22,31.3,5.9,3.2,1.5
37.4935375,126.8962455,오동나무,1616.5,37.6,1306.6,147.51,151.1,1.35,6.1,0.2,0.5,0.2
37.5145782,126.90899329999999,오동나무,1616.5,37.6,1306.6,147.51,151.1,1.35,6.1,0.2,0.5,0.2
37.52894660000001,126.9265489,버드나무,21181.0,492.61,4229.8,519.39,16625.5,148.57,30.0,5.7,3.0,1.5
37.5378181,126.8906769,버드나무,21181.0,492.61,4229.8,519.39,16625.5,148.57,30.0,5.7,3.0,1.5
37.5279739,126.9314328,버드나무,21181.0,492.61,4229.8,519.39,16625.5,148.57,30.0,5.7,3.0,1.5
37.541388,126.89585990000002,버드나무,21181.0,492.61,4229.8,519.39,16625.5,148.57,30.0,5.7,3.0,1.5
37.516783399999994,126.91978229999998,버드나무,21181.0,492.61,4229.8,519.39,16625.5,148.57,30.0,5.7,3.0,1.5
37.538398,126.89038490000002,버드나무,21181.0,492.61,4229.8,519.39,16625.5,148.57,30.0,5.7,3.0,1.5
37.5379596,126.89060570000001,버드나무,21181.0,492.61,4229.8,519.39,16625.5,148.57,30.0,5.7,3.0,1.5
37.536667200000004,126.89125729999999,버드나무,21181.0,492.61,4229.8,519.39,16625.5,148.57,30.0,5.7,3.0,1.5
37.5165537,126.9211189,버드나무,21181.0,492.61,4229.8,519.39,16625.5,148.57,30.0,5.7,3.0,1.5
37.5382141,126.89047749999999,버드나무,21181.0,492.61,4229.8,519.39,16625.5,148.57,30.0,5.7,3.0,1.5
37.5253585,126.8997212,모과나무,9964.0,231.73,1986.7,243.95,10047.0,89.78,15.3,2.8,1.6,0.6
37.5090508,126.9104696,잎갈나무,13344.7,310.36,2337.8,268.54,18838.5,168.34,20.5,5.1,1.6,1.3
37.529238299999996,126.9031429,은행나무,2880.3,66.99,2252.1,254.24,608.7,5.44,22.6,0.8,1.8,0.8
37.5190899,126.8936622,은행나무,2880.3,66.99,2252.1,254.24,608.7,5.44,22.6,0.8,1.8,0.8
37.5257525,126.92179650000001,소나무,7446.4,173.18,7605.2,652.27,99.4,0.89,20.8,3.3,0.0,0.6
37.528805299999995,126.92574180000001,소나무,7446.4,173.18,7605.2,652.27,99.4,0.89,20.8,3.3,0.0,0.6
37.528984200000004,126.92596640000001,소나무,7446.4,173.18,7605.2,652.27,99.4,0.89,20.8,3.3,0.0,0.6
37.5129505,126.90489450000001,소나무,7446.4,173.18,7605.2,652.27,99.4,0.89,20.8,3.3,0.0,0.6
37.527025099999996,126.92259820000001,소나무,7446.4,173.18,7605.2,652.27,99.4,0.89,20.8,3.3,0.0,0.6
37.51547410000001,126.911952,소나무,7446.4,173.18,7605.2,652.27,99.4,0.89,20.8,3.3,0.0,0.6
37.529332399999994,126.9274402,소나무,7446.4,173.18,7605.2,652.27,99.4,0.89,20.8,3.3,0.0,0.6
37.5273099,126.9233246,소나무,7446.4,173.18,7605.2,652.27,99.4,0.89,20.8,3.3,0.0,0.6
37.5231419,126.91956670000002,소나무,7446.4,173.18,7605.2,652.27,99.4,0.89,20.8,3.3,0.0,0.6
37.5239841,126.9182929,소나무,7446.4,173.18,7605.2,652.27,99.4,0.89,20.8,3.3,0.0,0.6
37.51102570000001,126.9046175,소나무,7446.4,173.18,7605.2,652.27,99.4,0.89,20.8,3.3,0.0,0.6
37.52762620000001,126.92520209999999,소나무,7446.4,173.18,7605.2,652.27,99.4,0.89,20.8,3.3,0.0,0.6
37.5226466,126.9183588,소나무,7446.4,173.18,7605.2,652.27,99.4,0.89,20.8,3.3,0.0,0.6
37.5295119,126.9271547,소나무,7446.4,173.18,7605.2,652.27,99.4,0.89,20.8,3.3,0.0,0.6
37.5269823,126.923841,소나무,7446.4,173.18,7605.2,652.27,99.4,0.89,20.8,3.3,0.0,0.6
37.523169700000004,126.91852970000001,소나무,7446.4,173.18,7605.2,652.27,99.4,0.89,20.8,3.3,0.0,0.6
37.5162224,126.91098799999999,소나무,7446.4,173.18,7605.2,652.27,99.4,0.89,20.8,3.3,0.0,0.6
37.528952399999994,126.9258475,소나무,7446.4,173.18,7605.2,652.27,99.4,0.89,20.8,3.3,0.0,0.6
37.5290238,126.9278085,소나무,7446.4,173.18,7605.2,652.27,99.4,0.89,20.8,3.3,0.0,0.6
37.5279249,126.9272648,소나무,7446.4,173.18,7605.2,652.27,99.4,0.89,20.8,3.3,0.0,0.6
37.5156039,126.90991909999998,소나무,7446.4,173.18,7605.2,652.27,99.4,0.89,20.8,3.3,0.0,0.6
37.5161567,126.91072959999998,소나무,7446.4,173.18,7605.2,652.27,99.4,0.89,20.8,3.3,0.0,0.6
37.525454700000004,126.92238059999998,소나무,7446.4,173.18,7605.2,652.27,99.4,0.89,20.8,3.3,0.0,0.6
37.5230162,126.9189793,소나무,7446.4,173.18,7605.2,652.27,99.4,0.89,20.8,3.3,0.0,0.6
37.51219129999999,126.9042682,소나무,7446.4,173.18,7605.2,652.27,99.4,0.89,20.8,3.3,0.0,0.6
37.5288964,126.92711010000001,소나무,7446.4,173.18,7605.2,652.27,99.4,0.89,20.8,3.3,0.0,0.6
37.51610520000001,126.91060619999999,소나무,7446.4,173.18,7605.2,652.27,99.4,0.89,20.8,3.3,0.0,0.6
37.524794,126.9217108,소나무,7446.4,173.18,7605.2,652.27,99.4,0.89,20.8,3.3,0.0,0.6
37.5233081,126.9170822,소나무,7446.4,173.18,7605.2,652.27,99.4,0.89,20.8,3.3,0.0,0.6
37.5048227,126.9157756,소나무,7446.4,173.18,7605.2,652.27,99.4,0.89,20.8,3.3,0.0,0.6
37.527724,126.92544699999999,소나무,7446.4,173.18,7605.2,652.27,99.4,0.89,20.8,3.3,0.0,0.6
37.525063,126.9200117,소나무,7446.4,173.18,7605.2,652.27,99.4,0.89,20.8,3.3,0.0,0.6
37.5273965,126.9251085,소나무,7446.4,173.18,7605.2,652.27,99.4,0.89,20.8,3.3,0.0,0.6
37.52611470000001,126.92237990000001,소나무,7446.4,173.18,7605.2,652.27,99.4,0.89,20.8,3.3,0.0,0.6
37.5272879,126.9256703,소나무,7446.4,173.18,7605.2,652.27,99.4,0.89,20.8,3.3,0.0,0.6
37.5292052,126.9269237,소나무,7446.4,173.18,7605.2,652.27,99.4,0.89,20.8,3.3,0.0,0.6
37.5294604,126.92757569999999,소나무,7446.4,173.18,7605.2,652.27,99.4,0.89,20.8,3.3,0.0,0.6
37.516208299999995,126.9109293,소나무,7446.4,173.18,7605.2,652.27,99.4,0.89,20.8,3.3,0.0,0.6
37.5264882,126.9227834,소나무,7446.4,173.18,7605.2,652.27,99.4,0.89,20.8,3.3,0.0,0.6
37.51804129999999,126.904323,소나무,7446.4,173.18,7605.2,652.27,99.4,0.89,20.8,3.3,0.0,0.6
37.516245500000004,126.91052979999999,소나무,7446.4,173.18,7605.2,652.27,99.4,0.89,20.8,3.3,0.0,0.6
37.515432000000004,126.9119874,소나무,7446.4,173.18,7605.2,652.27,99.4,0.89,20.8,3.3,0.0,0.6
37.5268731,126.92355320000001,소나무,7446.4,173.18,7605.2,652.27,99.4,0.89,20.8,3.3,0.0,0.6
37.5227027,126.91814620000001,소나무,7446.4,173.18,7605.2,652.27,99.4,0.89,20.8,3.3,0.0,0.6
37.528983399999994,126.9276358,소나무,7446.4,173.18,7605.2,652.27,99.4,0.89,20.8,3.3,0.0,0.6
37.52695429999999,126.9247631,소나무,7446.4,173.18,7605.2,652.27,99.4,0.89,20.8,3.3,0.0,0.6
37.527892200000004,126.9090844,소나무,7446.4,173.18,7605.2,652.27,99.4,0.89,20.8,3.3,0.0,0.6
37.523224,126.9170824,소나무,7446.4,173.18,7605.2,652.27,99.4,0.89,20.8,3.3,0.0,0.6
37.5155114,126.9118403,소나무,7446.4,173.18,7605.2,652.27,99.4,0.89,20.8,3.3,0.0,0.6
37.5268853,126.9245183,소나무,7446.4,173.18,7605.2,652.27,99.4,0.89,20.8,3.3,0.0,0.6
37.5223406,126.9179851,소나무,7446.4,173.18,7605.2,652.27,99.4,0.89,20.8,3.3,0.0,0.6
37.5238593,126.920374,소나무,7446.4,173.18,7605.2,652.27,99.4,0.89,20.8,3.3,0.0,0.6
37.5144942,126.9112442,소나무,7446.4,173.18,7605.2,652.27,99.4,0.89,20.8,3.3,0.0,0.6
37.5238764,126.92021559999999,소나무,7446.4,173.18,7605.2,652.27,99.4,0.89,20.8,3.3,0.0,0.6
37.5275727,126.9234303,소나무,7446.4,173.18,7605.2,652.27,99.4,0.89,20.8,3.3,0.0,0.6
37.514326200000006,126.9103899,소나무,7446.4,173.18,7605.2,652.27,99.4,0.89,20.8,3.3,0.0,0.6
37.524829,126.92204369999999,소나무,7446.4,173.18,7605.2,652.27,99.4,0.89,20.8,3.3,0.0,0.6
37.5291839,126.92764240000001,소나무,7446.4,173.18,7605.2,652.27,99.4,0.89,20.8,3.3,0.0,0.6
37.5291658,126.92719609999999,소나무,7446.4,173.18,7605.2,652.27,99.4,0.89,20.8,3.3,0.0,0.6
37.5291658,126.92719609999999,소나무,7446.4,173.18,7605.2,652.27,99.4,0.89,20.8,3.3,0.0,0.6
37.5277381,126.9269308,소나무,7446.4,173.18,7605.2,652.27,99.4,0.89,20.8,3.3,0.0,0.6
37.51478,126.909949,소나무,7446.4,173.18,7605.2,652.27,99.4,0.89,20.8,3.3,0.0,0.6
37.52277470000001,126.91764029999999,소나무,7446.4,173.18,7605.2,652.27,99.4,0.89,20.8,3.3,0.0,0.6
37.5291533,126.926873,소나무,7446.4,173.18,7605.2,652.27,99.4,0.89,20.8,3.3,0.0,0.6
37.5230906,126.9188422,소나무,7446.4,173.18,7605.2,652.27,99.4,0.89,20.8,3.3,0.0,0.6
37.506697100000004,126.9029945,소나무,7446.4,173.18,7605.2,652.27,99.4,0.89,20.8,3.3,0.0,0.6
37.523048700000004,126.91816580000001,소나무,7446.4,173.18,7605.2,652.27,99.4,0.89,20.8,3.3,0.0,0.6
37.524794,126.92179009999998,소나무,7446.4,173.18,7605.2,652.27,99.4,0.89,20.8,3.3,0.0,0.6
37.504481299999995,126.9000334,사과나무,400.5,9.31,668.0,57.29,86.4,0.77,6.7,1.0,0.0,1.6
37.50446229999999,126.9000534,사과나무,400.5,9.31,668.0,57.29,86.4,0.77,6.7,1.0,0.0,1.6
37.5042474,126.8996831,사과나무,400.5,9.31,668.0,57.29,86.4,0.77,6.7,1.0,0.0,1.6
37.504473,126.8993476,사과나무,400.5,9.31,668.0,57.29,86.4,0.77,6.7,1.0,0.0,1.6
37.5044433,126.9000753,사과나무,400.5,9.31,668.0,57.29,86.4,0.77,6.7,1.0,0.0,1.6
37.5342059,126.8961642,사과나무,400.5,9.31,668.0,57.29,86.4,0.77,6.7,1.0,0.0,1.6
37.5199111,126.9325997,버즘나무,21181.0,492.61,4229.8,519.39,35010.3,312.85,28.3,4.8,3.0,0.7
37.513580299999994,126.92188590000002,버즘나무,21181.0,492.61,4229.8,519.39,35010.3,312.85,28.3,4.8,3.0,0.7
37.5139679,126.92025149999999,버즘나무,21181.0,492.61,4229.8,519.39,35010.3,312.85,28.3,4.8,3.0,0.7
37.5141737,126.9194384,버즘나무,21181.0,492.61,4229.8,519.39,35010.3,312.85,28.3,4.8,3.0,0.7
37.513744,126.9212091,버즘나무,21181.0,492.61,4229.8,519.39,35010.3,312.85,28.3,4.8,3.0,0.7
37.5165364,126.9115753,버즘나무,21181.0,492.61,4229.8,519.39,35010.3,312.85,28.3,4.8,3.0,0.7
37.5075911,126.90654450000001,버즘나무,21181.0,492.61,4229.8,519.39,35010.3,312.85,28.3,4.8,3.0,0.7
37.543005900000004,126.8920399,버즘나무,21181.0,492.61,4229.8,519.39,35010.3,312.85,28.3,4.8,3.0,0.7
37.5241468,126.9338957,버즘나무,21181.0,492.61,4229.8,519.39,35010.3,312.85,28.3,4.8,3.0,0.7
37.505882899999996,126.91905049999998,버즘나무,21181.0,492.61,4229.8,519.39,35010.3,312.85,28.3,4.8,3.0,0.7
37.5252335,126.89562649999999,버즘나무,21181.0,492.61,4229.8,519.39,35010.3,312.85,28.3,4.8,3.0,0.7
37.525833,126.9220269,버즘나무,21181.0,492.61,4229.8,519.39,35010.3,312.85,28.3,4.8,3.0,0.7
37.50423970000001,126.91978540000001,은행나무,2880.3,66.99,2252.1,254.24,549.0,4.91,21.9,0.8,1.7,0.8
37.5277425,126.91531670000002,은행나무,2880.3,66.99,2252.1,254.24,549.0,4.91,21.9,0.8,1.7,0.8
37.5299364,126.92671979999999,은행나무,2880.3,66.99,2252.1,254.24,549.0,4.91,21.9,0.8,1.7,0.8
37.526345899999995,126.91859369999999,은행나무,2880.3,66.99,2252.1,254.24,549.0,4.91,21.9,0.8,1.7,0.8
37.524795399999995,126.90245959999999,은행나무,2880.3,66.99,2252.1,254.24,549.0,4.91,21.9,0.8,1.7,0.8
37.5143152,126.9184864,은행나무,2880.3,66.99,2252.1,254.24,549.0,4.91,21.9,0.8,1.7,0.8
37.5142657,126.9185457,은행나무,2880.3,66.99,2252.1,254.24,549.0,4.91,21.9,0.8,1.7,0.8
37.5304227,126.9251473,은행나무,2880.3,66.99,2252.1,254.24,549.0,4.91,21.9,0.8,1.7,0.8
37.52611829999999,126.9191551,은행나무,2880.3,66.99,2252.1,254.24,549.0,4.91,21.9,0.8,1.7,0.8
37.5296741,126.926295,은행나무,2880.3,66.99,2252.1,254.24,549.0,4.91,21.9,0.8,1.7,0.8
37.5289781,126.9176752,은행나무,2880.3,66.99,2252.1,254.24,549.0,4.91,21.9,0.8,1.7,0.8
37.5281687,126.915304,은행나무,2880.3,66.99,2252.1,254.24,549.0,4.91,21.9,0.8,1.7,0.8
37.524707299999996,126.90700259999998,은행나무,2880.3,66.99,2252.1,254.24,549.0,4.91,21.9,0.8,1.7,0.8
37.541649299999996,126.89428640000001,은행나무,2880.3,66.99,2252.1,254.24,549.0,4.91,21.9,0.8,1.7,0.8
37.5417682,126.8903721,은행나무,2880.3,66.99,2252.1,254.24,549.0,4.91,21.9,0.8,1.7,0.8
37.5417243,126.8940882,은행나무,2880.3,66.99,2252.1,254.24,549.0,4.91,21.9,0.8,1.7,0.8
37.5211315,126.93532009999998,은행나무,2880.3,66.99,2252.1,254.24,549.0,4.91,21.9,0.8,1.7,0.8
37.532562299999995,126.906364,은행나무,2880.3,66.99,2252.1,254.24,549.0,4.91,21.9,0.8,1.7,0.8
37.49526510000001,126.90602279999999,은행나무,2880.3,66.99,2252.1,254.24,549.0,4.91,21.9,0.8,1.7,0.8
37.5009076,126.90745109999999,은행나무,2880.3,66.99,2252.1,254.24,549.0,4.91,21.9,0.8,1.7,0.8
